Word,Plays,AvgScorePerPlay,AvgScorePerGame,WinRate
VIGORO,50203,30.08,0.03037654,0.4583
ERECTION,20646,73.15,0.03037606,0.5713
LEP,60484,24.96,0.03036922,0.4643
BROGH,46247,32.65,0.03036797,0.4909
AVOUCH,38615,39.10,0.03036610,0.5001
TOUZY,34211,44.13,0.03036469,0.5265
EVADED,33945,44.46,0.03035789,0.5119
TUB,70338,21.45,0.03035128,0.4547
MATE,42639,35.39,0.03035075,0.4840
AILETTE,23337,64.65,0.03034820,0.5432
NOTE,52532,28.72,0.03034176,0.4599
SALIX,30754,49.03,0.03033046,0.5377
SEIF,39122,38.54,0.03032841,0.4881
TROTLINE,21582,69.85,0.03032221,0.5594
LARE,45007,33.48,0.03030948,0.4866
LARIATED,20844,72.29,0.03030807,0.5669
VIRGE,52648,28.62,0.03030594,0.4502
JOINED,35491,42.45,0.03030566,0.5019
WEEKE,38791,38.84,0.03030224,0.5003
DIGIT,68333,22.05,0.03030095,0.4329
TIED,49359,30.52,0.03029954,0.4662
HIDED,41696,36.12,0.03029267,0.4942
TORTIES,20089,74.94,0.03027985,0.5612
HOXED,33243,45.28,0.03027611,0.5267
NEUTRINO,21831,68.94,0.03027291,0.5508
REHS,35692,42.14,0.03025435,0.5108
VERNIX,34471,43.63,0.03025360,0.5006
QUATS,29288,51.35,0.03025153,0.5347
DENT,60505,24.85,0.03024566,0.4498
HERD,46237,32.52,0.03024566,0.4808
CLOD,56564,26.57,0.03022888,0.4615
TOGAE,55001,27.32,0.03022782,0.4398
GERAH,41208,36.47,0.03022611,0.4794
CUTIE,65048,23.10,0.03022516,0.4198
WEAL,46582,32.26,0.03022380,0.4730
PINA,45291,33.17,0.03021505,0.4719
THIO,53791,27.92,0.03021318,0.4569
ALIT,51283,29.29,0.03021213,0.4648
ERASIONS,21442,70.04,0.03020762,0.5498
WEIZED,33857,44.35,0.03019873,0.5123
CUD,70512,21.29,0.03018914,0.4673
ROMA,45645,32.88,0.03018701,0.4784
VAPOR,49480,30.32,0.03017932,0.4732
DIANOIAS,21860,68.62,0.03017353,0.5770
SOIGNEE,20340,73.74,0.03016758,0.5952
VOLKS,33575,44.67,0.03016406,0.5284
ZEALOT,31709,47.29,0.03016227,0.5182
WANG,47513,31.56,0.03016058,0.4732
LIPE,44717,33.53,0.03016050,0.4727
PIER,43753,34.27,0.03016012,0.4788
PERI,50356,29.76,0.03014479,0.4560
DRAISINE,20128,74.46,0.03014366,0.5601
MAXIS,32534,46.06,0.03014137,0.5262
TEWS,31399,47.72,0.03014077,0.5312
CZARS,28668,52.27,0.03014020,0.5354
DEPTH,44486,33.68,0.03013465,0.4831
OHMS,31504,47.55,0.03012964,0.5303
GAMA,49303,30.38,0.03012309,0.4769
PAGOD,49831,30.05,0.03012309,0.4752
UNWARIE,24635,60.78,0.03011665,0.5465
VAMPY,40057,37.37,0.03010842,0.5092
REDO,48750,30.70,0.03010311,0.4751
DRIB,54720,27.35,0.03010177,0.4561
AGUTI,70675,21.17,0.03009943,0.4207
ERUDITE,22500,66.49,0.03008990,0.5640
WARP,43577,34.32,0.03008467,0.4811
GAGE,52185,28.65,0.03007244,0.4628
KIDGE,43684,34.22,0.03006811,0.4972
PINEY,40454,36.95,0.03006498,0.4888
YUPS,29879,50.02,0.03005914,0.5367
FORBY,39948,37.40,0.03005156,0.5066
RESILIN,20544,72.73,0.03005134,0.5801
OAKY,42113,35.48,0.03005074,0.5032
HAUFS,28372,52.65,0.03004303,0.5462
SATINIER,20383,73.27,0.03004066,0.5395
VRILS,42461,35.17,0.03004026,0.4816
CREM,48939,30.51,0.03003491,0.4613
CLOG,61601,24.24,0.03003052,0.4585
YEAS,34224,43.63,0.03003046,0.5118
VOIDEE,49498,30.15,0.03001857,0.4509
GLOB,56092,26.61,0.03001682,0.4698
AJIVAS,28643,52.10,0.03001421,0.5400
WEFTS,35983,41.46,0.03000993,0.5105
QUINS,30796,48.44,0.03000665,0.5101
LEVIRATE,21361,69.82,0.02999818,0.5661
APTERIA,21314,69.97,0.02999526,0.5742
TAJINE,33062,45.10,0.02999116,0.4799
AGRISED,19295,77.27,0.02998844,0.5974
LORN,80320,18.56,0.02998772,0.4428
ROPE,43228,34.48,0.02998287,0.4834
WOOFS,31406,47.45,0.02997696,0.5377
LATEENER,21371,69.73,0.02997233,0.5529
TRIAGED,21258,70.10,0.02997231,0.5863
RETINOIC,20145,73.97,0.02997209,0.5642
ONLIEST,19366,76.94,0.02996831,0.5903
FYKE,38408,38.79,0.02996499,0.5225
IRONIEST,21541,69.16,0.02996491,0.5382
FYRDS,32712,45.54,0.02996413,0.5263
DATELINE,20053,74.26,0.02995057,0.5770
EROTICAS,19812,75.16,0.02994987,0.5701
BLIN,65847,22.61,0.02994639,0.4511
ENATIONS,21424,69.49,0.02994526,0.5482
UNETH,47101,31.60,0.02994023,0.4710
BRIG,62004,24.01,0.02993816,0.4530
BEVEL,54813,27.15,0.02993806,0.4645
ALEURON,22738,65.46,0.02993669,0.5816
MOIL,48006,31.00,0.02993078,0.4695
UMUS,33022,45.06,0.02992985,0.5173
BIGOT,56510,26.33,0.02992299,0.4627
AFIRE,43768,33.99,0.02992241,0.4547
GAPY,42102,35.33,0.02992116,0.5029
PEGS,34168,43.53,0.02991298,0.5153
MATT,58715,25.33,0.02990859,0.4530
OBOS,35966,41.34,0.02990362,0.5103
CLEFT,50299,29.56,0.02990358,0.4609
DEARIES,19865,74.83,0.02989992,0.5847
ILK,56221,26.43,0.02988423,0.4737
GAIT,58768,25.28,0.02988261,0.4476
JERKS,29266,50.76,0.02988057,0.5335
COVEN,49433,30.05,0.02987854,0.4641
VAWNTIER,20963,70.84,0.02986879,0.5762
KAON,42792,34.70,0.02986303,0.4856
AMARONE,21078,70.44,0.02986283,0.5929
MIKVA,44232,33.57,0.02986221,0.4819
EYES,35519,41.80,0.02986076,0.5092
ABOUT,53790,27.58,0.02984135,0.4540
REATTAIN,20683,71.72,0.02983490,0.5401
ANTLERED,20618,71.93,0.02983027,0.5684
UMES,33218,44.64,0.02982914,0.5218
YINS,34665,42.77,0.02982411,0.5072
ERODENTS,21250,69.78,0.02982373,0.5631
KUTA,44419,33.37,0.02981788,0.4864
VISIT,50004,29.64,0.02981518,0.4468
JIVIER,37462,39.57,0.02981398,0.4759
RITENUTO,21341,69.45,0.02981249,0.5544
SIFT,41087,36.06,0.02980432,0.4882
ZENDOS,26962,54.94,0.02979394,0.5457
QUAILS,27696,53.48,0.02979388,0.5403
DENARIES,19243,76.97,0.02979225,0.5621
GANOINE,22701,65.25,0.02979209,0.5704
FERIA,45959,32.22,0.02978914,0.4520
BEEDI,48906,30.28,0.02978827,0.4615
SUS,33199,44.61,0.02978789,0.5315
ADDY,41028,36.09,0.02977846,0.5081
NARTJIES,17598,84.12,0.02977512,0.5989
PUDU,67701,21.86,0.02977345,0.4513
NARCEINE,20567,71.97,0.02977218,0.5621
HANG,45157,32.78,0.02977003,0.4788
AROID,56094,26.38,0.02976721,0.4497
AWAITED,24110,61.37,0.02976210,0.5656
MITT,67963,21.77,0.02975903,0.4370
GANJA,38857,38.08,0.02975848,0.4871
DETINUE,22443,65.92,0.02975736,0.5687
GRRLS,42767,34.59,0.02975647,0.4767
ADOWN,41478,35.67,0.02975464,0.4873
REOBTAIN,18848,78.48,0.02975118,0.6004
PETUNIA,21858,67.67,0.02974883,0.5764
WRAP,44634,33.12,0.02973583,0.4763
NEWBS,31758,46.55,0.02973541,0.5241
ROASTER,19755,74.83,0.02973262,0.5812
HONAN,47581,31.06,0.02972992,0.4780
FEASE,40497,36.50,0.02972741,0.4894
TOYON,43095,34.29,0.02972610,0.4827
FAST,39612,37.31,0.02972515,0.4882
MENT,56254,26.26,0.02971838,0.4496
HEWS,30489,48.46,0.02971638,0.5293
RAVINES,18840,78.42,0.02971510,0.5928
BHAT,44332,33.32,0.02971449,0.4898
JEANED,33411,44.21,0.02971349,0.5056
KOPJE,34037,43.38,0.02969989,0.5237
HOOVEN,39507,37.37,0.02969844,0.4922
KIBEI,45771,32.25,0.02969339,0.4738
INBYE,41605,35.48,0.02968851,0.4844
WORN,58370,25.28,0.02968314,0.4574
PUJAH,35973,41.02,0.02967907,0.5115
KORAI,45953,32.11,0.02967642,0.4680
DEIFY,38591,38.23,0.02967547,0.4987
ICON,49068,30.07,0.02967402,0.4711
DATOLITE,20727,71.16,0.02966785,0.5841
DERTH,47380,31.13,0.02966602,0.4604
NOVATES,20170,73.11,0.02966145,0.6010
AIRTIME,21243,69.41,0.02965896,0.5657
THIG,50655,29.11,0.02965811,0.4640
KERVE,41459,35.56,0.02965651,0.4824
FLOC,50775,29.04,0.02965592,0.4797
CATE,46960,31.39,0.02964522,0.4642
RAVEY,41245,35.73,0.02963991,0.4811
NOOIT,70647,20.85,0.02962189,0.4098
WATAP,42654,34.53,0.02962117,0.4905
WILIS,33946,43.38,0.02961879,0.5090
WIENIE,52639,27.97,0.02961109,0.4310
ERGO,48852,30.13,0.02960107,0.4702
ATRAZINE,15805,93.10,0.02959532,0.6389
NOVATE,40725,36.13,0.02959389,0.4783
CLARINET,19706,74.66,0.02959313,0.5670
FREDAINE,18421,79.86,0.02959053,0.6099
HOGH,42252,34.82,0.02958898,0.5039
FLINT,57425,25.61,0.02958216,0.4551
AROHA,48493,30.32,0.02957790,0.4631
BINK,45014,32.66,0.02957392,0.4926
MOKI,44276,33.21,0.02957382,0.4853
INSTEAD,19004,77.37,0.02957327,0.6088
HELM,45030,32.65,0.02957122,0.4827
KHUD,42669,34.45,0.02956418,0.5051
DREG,60922,24.12,0.02955946,0.4523
ENAUNTER,21394,68.68,0.02955417,0.5510
ALAN,49654,29.59,0.02955197,0.4625
STYE,34199,42.96,0.02954956,0.5148
OESTRONE,23808,61.71,0.02954946,0.5346
HENNA,47790,30.73,0.02954304,0.4693
SQUARE,26277,55.90,0.02954280,0.5348
GIRO,66597,22.05,0.02954053,0.4315
HOUFS,28586,51.37,0.02953757,0.5491
HYTE,36999,39.69,0.02953576,0.4981
KUTU,55324,26.54,0.02953482,0.4650
TERF,48561,30.24,0.02953443,0.4639
INTRIGUE,20757,70.73,0.02953027,0.5568
MIND,58496,25.10,0.02952687,0.4539
ORACIES,19034,77.12,0.02952597,0.5884
QAPIKS,29136,50.36,0.02951422,0.5294
ABOON,53343,27.51,0.02951376,0.4567
TEEM,46409,31.61,0.02950680,0.4675
PIETY,39782,36.87,0.02950344,0.4816
YECH,35946,40.80,0.02949666,0.5120
DELAINE,21154,69.32,0.02949545,0.5798
ISOMERE,19305,75.94,0.02948646,0.6028
ANTIQUE,19632,74.67,0.02948449,0.5678
TERRAIN,21148,69.29,0.02947375,0.5284
TWINE,39726,36.89,0.02947309,0.4752
VALI,53965,27.15,0.02947267,0.4568
PELORIAN,21090,69.47,0.02946975,0.5719
INJECT,36328,40.32,0.02946225,0.4661
RAZEE,37002,39.57,0.02945122,0.4847
AUNTLIER,20629,70.97,0.02944911,0.5603
PIQUED,33351,43.90,0.02944899,0.5019
GOOG,58199,25.16,0.02944873,0.4586
TOKAY,39293,37.26,0.02944760,0.5057
STANDEE,19070,76.74,0.02943568,0.5976
AIOLIS,29686,49.30,0.02943435,0.5161
THEBE,38021,38.49,0.02943366,0.4870
FORM,44232,33.08,0.02943286,0.4796
METE,41676,35.10,0.02942292,0.4734
ABOVES,27037,54.10,0.02941908,0.5456
JILTER,38401,38.08,0.02941027,0.4686
RATLINE,20664,70.75,0.02940639,0.5501
SAVOY,40431,36.16,0.02940538,0.4976
MEED,42882,34.09,0.02940361,0.4848
BUTOH,44554,32.81,0.02940355,0.4819
FRIT,51096,28.61,0.02940301,0.4543
LOZEN,37910,38.54,0.02939092,0.5022
WELK,41295,35.38,0.02938732,0.5006
VISTO,44636,32.73,0.02938587,0.4738
ANETHOLE,19891,73.43,0.02938006,0.5897
ANTIRAPE,19837,73.63,0.02937833,0.5633
GALVO,54760,26.67,0.02937391,0.4641
LWEI,53461,27.31,0.02936984,0.4506
TAILBONE,19520,74.80,0.02936912,0.5939
URINATED,20843,70.04,0.02936437,0.5552
EASTERN,18458,79.08,0.02935922,0.5881
UNION,79253,18.42,0.02935872,0.4108
THUD,53681,27.19,0.02935663,0.4703
ROYALISE,19542,74.68,0.02935574,0.5893
FUNDY,41807,34.91,0.02935363,0.4948
FAVORITE,18896,77.22,0.02935074,0.6091
BALOO,51600,28.28,0.02935037,0.4713
EXURB,34920,41.78,0.02934613,0.5063
WEDGE,46142,31.62,0.02934557,0.4842
WADGE,43979,33.17,0.02934498,0.4985
MILD,57357,25.44,0.02934396,0.4579
GELD,61698,23.63,0.02932851,0.4633
GETUP,53199,27.40,0.02932235,0.4539
KEEVE,41658,34.99,0.02932099,0.4893
CRAZE,27848,52.30,0.02929737,0.5261
SAOUARI,22526,64.66,0.02929651,0.5700
PION,50796,28.67,0.02929458,0.4622
IDOL,55582,26.20,0.02929420,0.4482
POND,57330,25.40,0.02929132,0.4615
GONK,46453,31.35,0.02928991,0.4900
WOLD,48991,29.72,0.02928746,0.4825
SNORTED,18952,76.82,0.02928321,0.5972
OPERATE,20608,70.64,0.02927901,0.5822
LOGO,58598,24.84,0.02927839,0.4569
RYND,58649,24.82,0.02927569,0.4618
EXORDIA,19313,75.36,0.02927509,0.6138
POWIN,47261,30.80,0.02927394,0.4712
ENRAGES,19195,75.82,0.02927183,0.5868
TAGAREEN,20335,71.57,0.02927177,0.5704
INKY,40391,36.03,0.02927020,0.4988
INFLATER,19933,73.01,0.02927014,0.5787
JAILER,36378,39.99,0.02926099,0.4757
ZONATE,27132,53.60,0.02925304,0.5288
NOTARIAL,21076,69.00,0.02924964,0.5637
FENCE,44866,32.41,0.02924606,0.4740
FURTH,45165,32.19,0.02924532,0.4787
ZONDAS,26359,55.15,0.02924194,0.5409
BOOR,47344,30.71,0.02924132,0.4679
AVIATE,50043,29.05,0.02923677,0.4294
BIFIDA,39674,36.63,0.02923190,0.4850
DENTILS,19418,74.84,0.02922995,0.5838
ADOBO,50966,28.51,0.02922796,0.4697
ICK,49720,29.22,0.02922659,0.4786
DALI,50559,28.74,0.02922633,0.4590
JEHADI,33542,43.32,0.02922366,0.4966
ANAL,48588,29.90,0.02922177,0.4620
EECH,44297,32.79,0.02921507,0.4755
IRONE,55822,26.02,0.02921277,0.4180
ALERIONS,20089,72.29,0.02920861,0.5646
ROON,58387,24.87,0.02920817,0.4484
EGOMANIA,19560,74.23,0.02920380,0.5948
ALGERINE,19648,73.89,0.02920213,0.5675
NERINES,20027,72.49,0.02920193,0.5666
WASM,34296,42.33,0.02919817,0.5140
KORA,39664,36.59,0.02919501,0.4920
TACONITE,20743,69.97,0.02919359,0.5642
YUGS,30802,47.12,0.02919047,0.5337
YOUTH,42180,34.40,0.02918826,0.4910
ROOFY,38898,37.31,0.02918743,0.5042
AERATED,20940,69.29,0.02918484,0.5731
AZUKI,29384,49.38,0.02918291,0.5363
TOLEWARE,19164,75.70,0.02917941,0.6004
AVENGE,36948,39.26,0.02917410,0.4959
GOGO,68637,21.13,0.02916655,0.4488
CORNEAE,21106,68.70,0.02916637,0.5894
NIZAM,32849,44.14,0.02916573,0.5066
HUGER,40401,35.89,0.02916150,0.4862
AUDITOR,23471,61.76,0.02915849,0.5624
TYER,43959,32.97,0.02915503,0.4734
ZOETIC,28320,51.17,0.02914921,0.5178
HONK,38957,37.20,0.02914821,0.5092
MEWLS,29440,49.22,0.02914644,0.5286
AULA,80706,17.95,0.02914505,0.4258
TORULAE,22251,65.11,0.02914131,0.5717
GLAZE,31545,45.92,0.02913600,0.5261
REIGNITE,19655,73.69,0.02913141,0.5588
ZERDAS,26194,55.29,0.02913063,0.5414
SALTIER,18606,77.80,0.02911593,0.5778
WAITRON,20919,69.19,0.02911257,0.5831
GELT,65145,22.21,0.02910523,0.4500
TAINTED,20668,70.00,0.02910187,0.5672
MONK,43723,33.08,0.02909296,0.4972
HANT,41619,34.74,0.02908501,0.4808
OVULE,57730,25.05,0.02908310,0.4411
BOOAIS,26395,54.78,0.02908201,0.5470
BAWDS,30144,47.96,0.02907658,0.5374
LITU,75318,19.19,0.02907576,0.4353
PINDAREE,18721,77.19,0.02906411,0.5964
SKAW,30320,47.66,0.02906341,0.5304
YOMP,37799,38.21,0.02904907,0.5156
DENIALS,18783,76.89,0.02904869,0.5935
IODYRITE,18929,76.29,0.02904545,0.6029
TRINODAL,20515,70.38,0.02904309,0.5749
CHOG,43655,33.08,0.02904243,0.4921
DORK,46271,31.20,0.02904088,0.4824
ANTIQUED,16407,87.98,0.02903356,0.6292
ZONERS,26209,55.07,0.02903324,0.5418
TWERP,46301,31.17,0.02902821,0.4605
WHAT,41206,35.02,0.02902632,0.4921
OLD,65433,22.05,0.02902513,0.4609
RETAINED,19854,72.64,0.02900733,0.5447
OWTS,29059,49.63,0.02900558,0.5353
FADED,40070,35.98,0.02899790,0.5004
EQUATED,26543,54.31,0.02899303,0.5425
OMIT,54148,26.62,0.02899050,0.4404
TEENE,63228,22.79,0.02898372,0.4141
TROOLIE,22391,64.34,0.02897766,0.5669
RAVE,37557,38.36,0.02897658,0.5000
HEADY,33232,43.34,0.02897024,0.5292
ARSENIDE,18613,77.36,0.02896308,0.5696
AWARE,45756,31.46,0.02895807,0.4549
PIRAI,62709,22.96,0.02895562,0.4232
GULF,56513,25.47,0.02895457,0.4737
EGGY,45265,31.80,0.02895282,0.4856
HYPO,37458,38.42,0.02894864,0.5108
EMOTE,51902,27.72,0.02894331,0.4393
ALAP,43576,33.02,0.02893872,0.4797
TOXINE,32176,44.71,0.02893701,0.5010
DOCU,55923,25.72,0.02893567,0.4612
HEINIES,20434,70.39,0.02892949,0.5910
SENZA,23944,60.07,0.02892804,0.5485
RATOONED,20016,71.85,0.02892762,0.5811
EUPNOEA,25352,56.73,0.02892722,0.5544
WYLE,41768,34.43,0.02892366,0.4954
GRIM,56340,25.52,0.02892249,0.4490
ERINGOES,19454,73.91,0.02892026,0.5581
DHOL,47720,30.13,0.02891819,0.4742
ROJAK,35074,40.98,0.02890926,0.5059
DOILY,43534,33.01,0.02890779,0.4859
FYTTE,42807,33.57,0.02890723,0.4823
KEEN,41051,35.00,0.02889729,0.4764
SAUTEED,19337,74.30,0.02889703,0.6106
AUROREAN,21256,67.59,0.02889667,0.5740
ACHIOTE,20349,70.60,0.02889560,0.5969
HUNG,48060,29.89,0.02889186,0.4737
CANE,47374,30.32,0.02889031,0.4624
WOTS,28970,49.57,0.02888703,0.5388
OUPHE,42857,33.51,0.02888226,0.4854
AERATOR,21945,65.41,0.02887235,0.5669
OUTAGES,20007,71.74,0.02886861,0.6088
MOLD,55854,25.70,0.02886790,0.4651
FIDS,35550,40.37,0.02886479,0.5133
YONIS,30152,47.59,0.02886127,0.5166
CURIO,66605,21.54,0.02886064,0.4197
KANAE,41906,34.23,0.02885620,0.4840
MATINEE,19596,73.21,0.02885547,0.5813
HELP,43750,32.79,0.02885038,0.4799
SHOJI,30419,47.15,0.02884948,0.5260
BOAR,43857,32.70,0.02884598,0.4739
PROBE,41539,34.52,0.02884586,0.4855
FANUM,43338,33.08,0.02883836,0.4849
IRONIES,19456,73.68,0.02883236,0.5677
FJELDS,28378,50.51,0.02883180,0.5394
YAWY,38257,37.47,0.02883120,0.5144
JAMES,29541,48.52,0.02882784,0.5357
BORNITE,19954,71.82,0.02882623,0.5877
URINEMIA,20117,71.24,0.02882538,0.5696
OURALIS,20753,69.05,0.02882383,0.5895
NAARTJIE,17331,82.68,0.02882037,0.6035
UNAIRED,20934,68.45,0.02882025,0.5725
AERUGOS,20008,71.59,0.02880849,0.6043
IGNITES,19269,74.32,0.02880567,0.5770
TAIGA,44758,32.00,0.02880467,0.4662
MIAOUS,25263,56.67,0.02879543,0.5532
JUCOS,29980,47.74,0.02878890,0.5359
TABID,46033,31.09,0.02878664,0.4706
ERES,33096,43.24,0.02878638,0.5078
FIGOS,30731,46.57,0.02878582,0.5275
EXFIL,30185,47.40,0.02878109,0.5257
MEINY,38343,37.32,0.02877938,0.4899
SWUM,46126,31.02,0.02877494,0.4860
DEEM,42347,33.78,0.02876997,0.4806
MOAT,43619,32.78,0.02876351,0.4772
TARE,43043,33.22,0.02876317,0.4863
POON,48148,29.70,0.02876206,0.4686
ANTEATER,20487,69.79,0.02876037,0.5457
DEIL,49259,29.03,0.02875804,0.4574
WEARY,35614,40.15,0.02875734,0.5074
YUMP,38454,37.18,0.02875579,0.5021
BATH,39654,36.04,0.02874780,0.4926
WAITERED,18425,77.57,0.02874670,0.5940
AILETTES,20494,69.74,0.02874595,0.5487
PHOH,38774,36.86,0.02874446,0.5085
VAULT,59457,24.03,0.02873630,0.4531
CORF,45621,31.30,0.02872469,0.4823
OUTLINE,22384,63.80,0.02872318,0.5745
DRIP,54220,26.33,0.02871387,0.4549
OBVIATE,24021,59.43,0.02871333,0.5551
HEXED,32384,44.08,0.02871315,0.5273
REWS,31470,45.35,0.02870846,0.5256
ENIAC,53460,26.70,0.02870715,0.4364
PEAK,34958,40.83,0.02870639,0.5070
LEADIER,20383,70.00,0.02869995,0.5846
NORIA,62191,22.94,0.02869587,0.4150
KETOL,41642,34.26,0.02869334,0.4919
AGAZED,32716,43.60,0.02868921,0.5141
DARRAINE,20480,69.62,0.02867938,0.5523
TOORIES,20006,71.27,0.02867841,0.5752
HOLY,37689,37.83,0.02867600,0.5070
ODOUR,64425,22.12,0.02867004,0.4346
OONT,51088,27.88,0.02865186,0.4515
MOILE,49126,28.99,0.02864951,0.4700
CHAI,44227,32.20,0.02864194,0.4751
FUMET,42223,33.72,0.02864044,0.4827
INWOVE,41490,34.31,0.02862879,0.4728
TANDOORI,19834,71.76,0.02862706,0.5853
RENVOY,35656,39.92,0.02862706,0.4923
FOREDATE,18213,78.13,0.02862290,0.6143
EPINAOS,18214,78.12,0.02862103,0.6140
BAITH,40042,35.53,0.02861743,0.4887
ELATERID,19065,74.62,0.02861447,0.5725
EXALT,29979,47.45,0.02861135,0.5179
PENK,41346,34.40,0.02860966,0.4961
UNTIDIER,20102,70.75,0.02860554,0.5612
WHINY,36269,39.21,0.02860071,0.5111
WAIS,35869,39.64,0.02859564,0.5036
HEADNOTE,18337,77.53,0.02859518,0.6115
AVIAN,52872,26.89,0.02859311,0.4402
JIGOTS,27579,51.53,0.02858550,0.5350
JUKED,33863,41.96,0.02857885,0.5163
LOOP,47419,29.96,0.02857704,0.4700
COVET,49809,28.52,0.02857307,0.4605
DOUMA,40552,35.03,0.02857167,0.4934
WAFF,41087,34.57,0.02857086,0.5147
HAOMA,40107,35.41,0.02856314,0.4930
SINTERY,17697,80.24,0.02856211,0.5948
HOLO,49274,28.81,0.02855761,0.4618
POTJIE,34784,40.82,0.02855586,0.4883
TEAT,47173,30.10,0.02855533,0.4694
OVERT,43791,32.42,0.02855222,0.4563
SRI,57000,24.90,0.02854970,0.4622
OUTGO,74092,19.16,0.02854777,0.4298
JOCOS,29669,47.82,0.02853594,0.5263
AVIATES,19299,73.50,0.02853128,0.5924
LAIRIEST,21003,67.54,0.02853086,0.5369
ENDORSE,18588,76.30,0.02852679,0.6035
DETAILER,19069,74.37,0.02852629,0.5771
AZONAL,32726,43.33,0.02852303,0.5057
BRAP,46261,30.65,0.02851778,0.4691
TROILITE,20793,68.18,0.02851591,0.5511
SHERIAT,17203,82.39,0.02850841,0.6094
VAMPS,32179,44.04,0.02850700,0.5212
ASSEZ,22121,64.07,0.02850664,0.5799
ERINITES,19936,71.09,0.02850461,0.5435
GAJOS,29398,48.21,0.02850455,0.5269
HORN,51969,27.27,0.02850131,0.4586
SYENITE,17965,78.86,0.02849487,0.6041
JILTED,36965,38.32,0.02849222,0.4869
EATHE,44653,31.72,0.02848735,0.4577
ARSENAL,19438,72.86,0.02848431,0.5845
LADRONE,20393,69.44,0.02848218,0.5958
MAFIC,40896,34.62,0.02847693,0.4874
EXODOI,35128,40.30,0.02847500,0.4951
CHIEF,36337,38.95,0.02847037,0.5004
QIVIUTS,25146,56.29,0.02846959,0.5535
DIVS,40874,34.63,0.02846770,0.4949
BIOS,31913,44.34,0.02846374,0.5201
FOCI,47246,29.95,0.02846297,0.4777
VETS,38534,36.72,0.02845857,0.4913
WARY,37610,37.62,0.02845764,0.5093
EARNEST,18350,77.10,0.02845684,0.5669
UNWIVE,49303,28.70,0.02845660,0.4414
RESINIER,20630,68.58,0.02845537,0.5302
STONERAW,18721,75.56,0.02845106,0.5828
VAGUED,43587,32.45,0.02844507,0.4804
EQUATES,21543,65.64,0.02844330,0.5791
BUB,60820,23.25,0.02844213,0.4674
INORNATE,20039,70.56,0.02843833,0.5623
DEATHIER,17528,80.65,0.02843354,0.6042
AIRDATE,20097,70.30,0.02841880,0.5641
FEAL,43277,32.65,0.02841856,0.4726
GOIER,60123,23.50,0.02841828,0.4284
DICH,41420,34.10,0.02841313,0.4855
FEARE,43266,32.65,0.02840971,0.4729
LIGATURE,19994,70.64,0.02840957,0.5704
JETONS,26312,53.67,0.02840567,0.5385
ATABRINE,19144,73.76,0.02840354,0.5713
GINN,60075,23.50,0.02839981,0.4552
FINDS,33807,41.76,0.02839843,0.5110
KNOP,40004,35.29,0.02839376,0.4889
LIEN,55666,25.35,0.02838113,0.4527
TETRAGON,19797,71.27,0.02837900,0.5649
IONIC,66906,21.08,0.02837304,0.4102
YFERE,35774,39.43,0.02837111,0.4992
CANOE,52098,27.07,0.02836936,0.4389
BOWET,44657,31.58,0.02836451,0.4782
FLANERIE,18458,76.39,0.02836134,0.5927
TOKE,44642,31.58,0.02836067,0.4753
IODIN,64807,21.76,0.02836051,0.4172
GAMY,38936,36.21,0.02835687,0.4993
MOTT,58406,24.14,0.02835593,0.4491
NAEVOID,21883,64.41,0.02835196,0.5825
AVIANISE,19056,73.97,0.02835072,0.5767
MAID,43381,32.48,0.02834038,0.4682
COBZA,30739,45.82,0.02833161,0.5369
OBIAS,28669,49.13,0.02833000,0.5358
OAKIEST,18105,77.79,0.02832831,0.6051
LOTE,47673,29.54,0.02832089,0.4617
DENTINAL,19981,70.46,0.02831684,0.5657
VIOLA,49243,28.58,0.02831033,0.4557
MATZO,27514,51.15,0.02830862,0.5359
KIND,42304,33.27,0.02830753,0.4764
YEST,35712,39.40,0.02830214,0.4896
MAZUT,33041,42.59,0.02830154,0.5135
WOFUL,49355,28.51,0.02830027,0.4736
SERENATA,19223,73.18,0.02829627,0.5536
INLANDER,20071,70.06,0.02828537,0.5642
KEGS,28787,48.84,0.02827986,0.5347
MEMO,41318,34.03,0.02827959,0.4873
KIFF,39050,36.00,0.02827815,0.5057
ANTIPODE,17908,78.50,0.02827722,0.6088
COZEN,34658,40.55,0.02826950,0.5008
HIDER,37737,37.24,0.02826909,0.4743
EGOTISE,19149,73.35,0.02824956,0.5891
RANTERS,19166,73.27,0.02824556,0.5598
JITNEY,32402,43.34,0.02824516,0.4942
FOOTIE,50709,27.69,0.02823965,0.4354
PIQUET,32054,43.79,0.02823474,0.4896
TAIN,46335,30.28,0.02822466,0.4704
SWAD,29362,47.78,0.02821919,0.5320
GEODATA,21710,64.60,0.02820831,0.6008
WONGI,46353,30.25,0.02820726,0.4614
SERENATE,19586,71.59,0.02820141,0.5403
GECK,45364,30.90,0.02819465,0.4813
AZURITE,18889,74.21,0.02819361,0.5877
GERANIOL,19203,72.99,0.02819023,0.5802
BOVIDS,28155,49.77,0.02818570,0.5313
FRANC,47131,29.73,0.02817931,0.4631
NUTSIER,18474,75.84,0.02817900,0.5665
QUITS,28058,49.93,0.02817848,0.5158
ENTAILER,19140,73.19,0.02817713,0.5525
BOKO,42554,32.92,0.02817371,0.4859
INDENTOR,19519,71.76,0.02817249,0.5682
TABORINE,19174,73.05,0.02817142,0.5785
